danceability,energy,liveness,loudness,tempo,speechiness,valence,acousticness,cluster,id
0.364,0.717,0.294,-10.352,91.924,0.0316,0.44,0.182,3,0Q73PoK8CXAzfyMmCSfH0x
0.513,0.821,0.089,-9.853,137.17,0.0321,0.253,0.00379,0,31DaiUvxIdLUOvsLTjRgjC
0.584,0.496,0.133,-12.749,119.994,0.0349,0.788,0.0563,2,41U7ZQL0gjJRzfWAFzJupo
0.511,0.641,0.0999,-14.287,176.012,0.0352,0.913,0.828,1,4Wlc3x95m9ZPpoCFr7nThm
0.633,0.899,0.504,-6.095,160.039,0.0917,0.695,0.00142,15,4GsjpgN5cD2QpaXNVfcCrA
0.519,0.689,0.129,-8.517,120.015,0.0325,0.467,4.91e-06,8,5CNEbwdhDgosVr96njlnGK
0.63,0.534,0.0832,-14.438,140.006,0.0275,0.9,0.0768,2,5dx79Ol0hSAtThFD6d9lZP
0.641,0.784,0.088,-9.549,112.97,0.0421,0.418,0.032,14,7KT3QK1mTErOIeXyBwsnA8
0.363,0.823,0.0915,-5.264,171.068,0.0402,0.153,6.89e-05,0,28to6BkzNlG24H6yJOxrJK
0.351,0.904,0.228,-4.264,174.985,0.0424,0.231,0.0,12,1hD2hCHZCqOFwljvzNfJvw
0.602,0.803,0.15,-5.499,75.484,0.0286,0.224,0.0907,14,6tPTTiU483thU3Bv2r4gF5
0.184,0.989,0.235,-5.017,171.229,0.0719,0.341,7.84e-05,12,1TKrIf6rIBTF435MKwSruR
0.763,0.798,0.128,-9.268,139.979,0.0459,0.967,0.171,2,2nlZXuEOc2jtntW37SBRTT
0.424,0.932,0.528,-5.6,164.945,0.0646,0.477,0.00185,15,4jU6Vuq0e1KSc1vOAKL3k2
0.727,0.912,0.109,-8.406,115.003,0.0309,0.415,0.000651,8,2zvtD0AbRIqmzCiMQ1hx0V
0.501,0.535,0.434,-9.796,199.956,0.0468,0.324,0.000684,15,00h7LbIJa6EsaNi4QQlNIt
0.744,0.731,0.152,-8.409,120.01,0.0397,0.815,0.00223,2,2UbU4Uxepxd5OFy99jddn7
0.517,0.983,0.277,-6.152,134.985,0.0697,0.65,0.0951,15,5oGt7dp9NE6fJizKmK39WP
0.653,0.739,0.294,-9.019,115.787,0.0268,0.811,0.00227,10,2Z58uSRFAHYiRPCyFx1pUV
0.71,0.673,0.11,-10.15,150.023,0.0391,0.396,0.0136,0,3xZJoPFLrd77cMzn7PtX9H
0.539,0.783,0.0986,-8.146,149.981,0.0275,0.37,2.63e-05,0,5msr6oPEDoUAhzSkqVQF6d
0.545,0.631,0.0885,-9.494,104.504,0.0355,0.307,0.21,14,0raLGUAmra2kMJWnUhB8Q6
0.717,0.924,0.11,-4.707,128.025,0.0285,0.791,0.043,2,13HYthybjhM3iyWcfl8VcN
0.666,0.952,0.0957,-8.308,118.007,0.0464,0.888,0.00747,2,0fKyRv26iIdZo9XCQ56jPO
0.57,0.875,0.139,-5.884,167.757,0.0356,0.821,0.0733,9,6vyMHqut8pp7Uvf15nBSa3
0.235,0.959,0.11,-3.82,203.918,0.0771,0.186,0.00043,12,5hMg8xGcYtQOCaaPX7uX8z
0.407,0.652,0.108,-8.753,175.036,0.0321,0.539,0.763,1,1LgfOYSvVXQNx1cH19zRbL
0.602,0.858,0.112,-8.155,126.987,0.0316,0.221,0.000493,0,4SEUu3uFsVEYnie6Ij7kUf
0.621,0.8,0.103,-5.895,114.015,0.0362,0.524,0.00255,8,2VUr6eUXJV3Aw1PUDmrbg3
0.286,0.896,0.133,-6.458,81.455,0.0445,0.131,1.77e-06,7,7GJjxvpS0ltWwb5Og0pOjE
0.764,0.447,0.0751,-6.367,130.005,0.0368,0.535,0.0706,14,75NZh4y3i4UdPuREKy0LGE
0.561,0.866,0.104,-6.779,172.086,0.0516,0.675,0.232,9,5uEUBQE8GSdnZpA2iirnPS
0.696,0.625,0.0774,-7.95,134.985,0.0305,0.781,0.526,2,3ZLFDPE35lm04kHyJEfkLV
0.522,0.921,0.368,-5.982,154.094,0.0406,0.904,0.00368,15,5DebX7sSmbQYxzyrPoZ1Iw
0.426,0.963,0.107,-5.176,156.96,0.0654,0.655,0.00768,9,5lRAWSIYI8dhVpnnu0UXgW
0.706,0.441,0.117,-10.328,140.037,0.0537,0.898,0.123,2,5vQYOfxIF6TJtAjyZQNjPz
0.271,0.734,0.0967,-2.29,76.517,0.0398,0.185,6.4e-06,7,1P1u2H8BTKaKTRhsQAwFH4
0.581,0.638,0.121,-7.003,86.01,0.0506,0.709,0.000193,8,2Le4R47s0PyT0oWcD7qifb
0.513,0.92,0.176,-5.864,160.065,0.174,0.758,0.0484,9,040jWZw29UCBxaJRoLch7h
0.533,0.659,0.447,-10.275,140.03,0.0359,0.397,0.000296,15,7xvq2Jdb4o9tlf5K4EyNr9
0.689,0.902,0.385,-4.728,123.992,0.0257,0.812,0.0468,10,2Zd5n0LLhnqq95xriE8lra
0.545,0.786,0.22,-7.763,95.017,0.0469,0.158,0.00735,14,0SZCVG64kopl8QwXiFHUPB
0.477,0.763,0.157,-10.681,140.039,0.0289,0.393,0.000447,0,66niGDZcRanwoLafhSrjGJ
0.491,0.834,0.295,-7.298,148.032,0.0351,0.289,0.0262,0,0hBMXdq7TT0fxHi7mfeAMT
0.527,0.819,0.281,-8.897,169.914,0.0359,0.542,0.00243,15,4E61zFJjFTwnjhc2nYgSNr
0.301,0.578,0.225,-4.601,174.897,0.0421,0.0978,3.56e-06,0,1Nb2iHmomvQJVKhy8z8V8d
0.485,0.813,0.241,-8.495,140.0,0.0332,0.249,2.7e-06,0,4RbwC2x7bTGp2azEkH1F9g
0.502,0.833,0.373,-6.22,95.011,0.0283,0.349,0.00467,3,6jvWvQmk9mwELwCRq5nwlp
0.585,0.638,0.148,-7.24,113.997,0.0304,0.539,0.00141,8,4uDF2VnrM1EHHjJFdZqXmX
0.594,0.477,0.202,-6.818,119.976,0.0343,0.173,0.000393,14,1pQ1YN7h8tTZ7UODi1pM4b
0.499,0.393,0.126,-11.727,150.01,0.029,0.13,0.0703,0,109rpPw9mmFN1KhQ38zyt0
0.657,0.837,0.305,-9.609,129.991,0.0305,0.966,0.152,10,4eNNC2WZruB86u4Puvwxmd
0.369,0.86,0.0936,-5.718,135.632,0.0337,0.775,0.0205,9,7nok2bSsGAB0vhTZTDBJfR
0.69,0.89,0.0517,-5.563,123.984,0.0446,0.225,0.00145,0,5BEfGZXOExpnrH2MEJfv30
0.598,0.749,0.145,-5.802,146.995,0.0345,0.604,0.102,9,3CLeHsgeD2OqYV0Bezm6Xi
0.776,0.709,0.0455,-10.545,135.022,0.035,0.67,0.0315,2,5vLoisyopLOAS97X9RfgkX
0.438,0.93,0.0624,-6.963,143.991,0.042,0.244,0.28,0,3qfzF9GbDPPOigPr19Vzo5
0.529,0.706,0.269,-9.863,143.981,0.0299,0.67,0.000453,9,0rIIDK6ygTvQVsNqbelvQj
0.453,0.756,0.366,-8.72,160.007,0.0303,0.862,0.542,15,5JY3EZIuafMz8Ah0FNj8GQ
0.486,0.704,0.1,-7.619,169.999,0.0871,0.473,0.524,0,4x5B3yku1WEPc6wO3mOtMw
0.491,0.662,0.125,-9.038,130.013,0.0395,0.2,0.179,0,2EnK1hxvAKB6fH0XK5YbsQ
0.826,0.468,0.0558,-6.856,139.996,0.0581,0.961,0.0961,2,2tqcqXIBWPmHVP2QMZHmuI
0.43,0.64,0.0856,-10.211,90.008,0.0258,0.144,5.39e-05,7,2dDSxnPTYDAUpnjxGnpglR
0.507,0.829,0.145,-8.5,154.974,0.031,0.912,0.0141,9,3jEbnQF8936IYEu99ALo1G
0.535,0.658,0.135,-6.398,82.542,0.0279,0.485,0.000394,8,5v6q9cMIchFAhbtbGF24Ap
0.561,0.72,0.169,-12.209,129.986,0.0416,0.564,0.0259,8,09D0WgA89rI3LcM1YABkQU
0.41,0.951,0.324,-5.209,91.784,0.0369,0.559,7.73e-06,3,5bubCQrNX4d6blWnQTgRko
0.24,0.942,0.0989,-5.464,173.606,0.0555,0.71,0.000943,9,4C6213duKDGTzoFmpkqtLR
0.439,0.893,0.101,-10.273,200.012,0.0495,0.105,0.000247,0,5h55e7OX5R6ighWue25yG8
0.658,0.716,0.108,-6.069,143.0,0.0264,0.802,0.558,2,6wGWBY65KHYzmibb5eFQqO
0.528,0.81,0.164,-8.012,142.226,0.0317,0.493,0.00363,0,6PwlfuBrDw5mzKJgwQQBXH
0.803,0.936,0.0974,-6.176,120.004,0.0436,0.186,0.00239,14,7prMmVV4gWntAgMDzCxpVc
0.434,0.623,0.224,-10.278,97.019,0.027,0.244,0.00441,14,0ECf6YrheBrgqZpnFpuE1r
0.51,0.702,0.0997,-9.904,129.999,0.0271,0.469,0.149,0,4FJs3qrArb4pQzxFwZimSz
0.673,0.735,0.104,-8.604,122.957,0.0391,0.465,0.271,14,28Eeiq05meRMWEC3IqxwdS
0.582,0.938,0.0841,-8.064,120.006,0.0329,0.757,0.0391,8,4ysLuKvkj1eoDJ40juHTDT
0.508,0.661,0.084,-8.321,149.929,0.0326,0.757,0.000162,9,0azTNOsuWulvPVugC7jOvD
0.257,0.848,0.81,-10.407,111.993,0.054,0.231,9.3e-05,19,1QAvhxf5p2h58NGG2Ya9Wd
0.511,0.692,0.116,-8.683,154.83,0.0327,0.338,0.055,0,1CD4fhJIyWKfhX3YlNZiJY
0.576,0.618,0.114,-15.573,134.982,0.0336,0.213,0.295,14,3QVLxtGbyrzWDPdqlDNIo0
0.465,0.758,0.294,-9.699,91.98,0.0291,0.334,6.09e-06,3,6ab9ZHbLHeSskPLlJfDgt6
0.606,0.485,0.106,-12.569,154.94,0.162,0.396,0.00202,0,0L335f1ekeLzz9m1NLr3Ju
0.621,0.789,0.0883,-8.038,121.976,0.0313,0.969,0.0216,2,4m4UbdAcyOChm62vGj8PT9
0.396,0.77,0.0969,-6.395,89.923,0.0396,0.181,0.00228,7,0TwvRIqAkUi5s87I863ITg
0.507,0.739,0.0841,-5.168,129.953,0.0283,0.195,0.308,0,4gri9z7ryVVCMpGqLEvNEq
0.347,0.901,0.14,-9.682,189.97,0.0862,0.541,0.000135,9,5D7QhlBKeEBc2ORuoiZh4P
0.687,0.313,0.122,-14.058,127.021,0.0335,0.197,0.0467,14,5WhrILrZjwH5dvtiz78eRA
0.597,0.954,0.105,-6.814,160.007,0.0387,0.902,0.0315,9,4Tug8GnW4e0o4JGk88pPhJ
0.558,0.757,0.108,-8.086,127.644,0.0275,0.725,0.00194,8,58HhWCms8SqOZalvetN6m3
0.429,0.694,0.247,-13.002,168.971,0.033,0.918,0.0113,9,55KF8gnjkLBZLl8JKsq4po
0.475,0.788,0.117,-6.522,150.021,0.0331,0.109,0.000672,0,0ADi64LDnXW6vp1XNToBdU
0.557,0.864,0.087,-5.868,119.989,0.0281,0.266,0.016,0,2WlxuThYZMiDHWXtR8s8Ps
0.531,0.708,0.111,-7.104,138.484,0.036,0.134,0.000277,0,6ZBXFK1QjfpQ8qBdr7lpaL
0.539,0.835,0.651,-6.86,158.0,0.0419,0.671,1.75e-05,19,0lWSIXbenfOb1e9zCZ7nn6
0.38,0.704,0.12,-9.098,180.067,0.0639,0.644,0.00155,9,4A4ahWhIJfjDr0zx1wLF2L
0.388,0.862,0.383,-6.922,163.068,0.488,0.473,0.000116,17,4muFUOFFtpb3kL0v10XtRi
0.436,0.806,0.131,-7.936,175.975,0.0357,0.397,0.0235,0,2IR1n5KP6vGEfC8iRmtAyg
0.469,0.873,0.119,-7.716,100.013,0.0587,0.119,0.00155,7,1PWXobpu9eztO82aBumKQg
0.575,0.77,0.0965,-7.062,147.994,0.0389,0.366,0.00033,0,5nqyaSTLmd3ZsHNxtyRLNy
0.58,0.8,0.158,-7.161,124.955,0.0324,0.222,0.475,14,17mX29fAFuj6Pa4BUORmBI
0.699,0.736,0.0915,-10.339,125.009,0.0344,0.872,0.0558,2,4hV7MFirCQQrQAB7MpDbDa
0.501,0.674,0.498,-12.729,169.997,0.041,0.748,0.341,15,3vSDc4seJmFVnVvlk4665R
0.443,0.779,0.0971,-6.18,156.917,0.0346,0.424,0.0726,0,3ExAcX98bhlh71IBtdpTDV
0.664,0.789,0.0635,-7.505,124.981,0.0394,0.58,0.117,8,0s1bzOaz2BgIbvYhwGwpmq
0.612,0.708,0.0949,-9.795,114.999,0.0279,0.551,0.727,1,4hZU41uujOhu6vamYdwNyj
0.658,0.632,0.11,-13.326,130.022,0.0327,0.745,0.0149,2,6dyuEB84ZgUMcBtDHN4DsI
0.558,0.717,0.0959,-9.357,118.005,0.0368,0.612,0.0566,8,2NZ8fAsXfNXuGwnTdoa8FW
0.663,0.761,0.147,-8.542,123.998,0.0302,0.816,0.319,2,0XGOz64pn3NWBHJie7HhpI
0.703,0.725,0.12,-9.282,160.052,0.0749,0.788,0.0381,2,3KWm3WKp6gNf5wwQzueupD
0.558,0.8,0.113,-7.992,130.028,0.0289,0.0969,0.000547,0,0zWmyOfjpbruAdhWx0MkBZ
0.534,0.795,0.133,-5.28,119.953,0.0384,0.349,0.000762,8,56OIpeRmtXlKRhZMoyfplt
0.553,0.672,0.105,-9.824,99.987,0.0402,0.23,0.34,14,3NIU4xRrxyTsM2ig1GsiLO
0.466,0.501,0.117,-9.018,139.961,0.0303,0.169,0.0094,0,3qYQBzUBkEYJIHDsm4oKZD
0.52,0.894,0.102,-10.981,129.99,0.163,0.311,0.408,0,2heRsJG7O8jamqtKFW8P8s
0.564,0.525,0.104,-13.246,144.024,0.0511,0.883,0.00077,2,4oU54ojJi4xrvCsYRa1EqE
0.512,0.797,0.112,-5.787,85.067,0.0316,0.817,0.0836,8,4jssT5VdQzCe4kWMLjpJjN
0.645,0.768,0.0971,-7.382,131.981,0.0303,0.619,0.002,8,4sVH98NTqzmCMtobo19m7W
0.55,0.835,0.127,-7.955,123.997,0.0319,0.47,0.0217,8,28KF83Qxd3raEAEjG1Rj0E
0.565,0.853,0.0964,-9.29,130.011,0.052,0.608,0.0968,8,33NfKdYmik3vNlQiMhyXFL
0.313,0.966,0.464,-8.555,142.014,0.0376,0.372,0.000746,15,2Np4c8DYpNZMLu7b82r0Es
0.509,0.873,0.096,-9.141,89.974,0.0359,0.617,0.00514,8,0TU0wqFZ44RXUD0QFlasrT
0.484,0.868,0.107,-7.023,133.005,0.0311,0.33,0.000206,0,3wifnAjgWMU9lFfhGXCSVZ
0.578,0.771,0.378,-9.02,119.948,0.0359,0.231,0.0058,3,0orMpRjINeQvgHYt94LUQ1
0.534,0.342,0.103,-14.053,160.035,0.0364,0.698,1.4e-05,9,5eaQ3FpzslHvwHmuERxboA
0.591,0.71,0.135,-10.745,90.006,0.046,0.314,0.00917,14,6mpqsgsgVDI6grQlZgQUAU
0.16,0.932,0.15,-3.419,80.607,0.0833,0.0625,0.000832,7,2tmWeWTmfTX2TpLnNtnUlR
0.575,0.669,0.101,-9.013,121.026,0.0321,0.386,0.107,14,6MH9EuBia2dmeyKHIODEH4
0.45,0.977,0.162,-7.985,165.975,0.0359,0.897,0.173,9,0jpiUcuCXSpAPFn3ydYhjj
0.581,0.653,0.378,-8.367,130.022,0.0294,0.373,0.00165,3,0E6G8FmcrtNZK2EPeezMWK
0.55,0.759,0.113,-8.157,123.02,0.0375,0.721,0.0696,8,79CG4YOBR19TnAgcEGxMOO
0.585,0.853,0.334,-8.179,127.046,0.0382,0.667,0.0512,10,5WKyTTMQrYvbGP7wzL75q7
0.599,0.406,0.144,-16.174,125.976,0.0295,0.522,0.0011,14,5z3v0NeUAmLnAkWQ796un8
0.488,0.923,0.0924,-7.425,144.016,0.029,0.57,0.00038,9,1JgTzrrrnh6neqTtvA3F5d
0.458,0.613,0.109,-8.76,177.034,0.0323,0.17,0.29,0,1rAnHRTjD0sHbs9UXwhl4Y
0.43,0.747,0.0882,-6.37,77.45,0.0314,0.535,1.05e-05,8,07LRjvNrvSE311BWlwRptq
0.808,0.497,0.147,-10.216,125.979,0.0402,0.627,0.00277,2,5L6zL4S25N6twbTT3gIaMY
0.685,0.403,0.103,-11.02,140.054,0.0368,0.121,0.0722,14,1H0bNtSjQUhODXyyRbSe6Z
0.593,0.719,0.228,-10.271,159.973,0.0491,0.62,0.036,9,3siMWa6zGOPuHl94rt3nIl
0.865,0.29,0.124,-15.121,143.972,0.166,0.315,0.0273,14,2dT5M4bdibcfjLiqfzawi1
0.311,0.905,0.199,-6.007,175.175,0.0473,0.559,0.000193,9,4yGhAWw01GQrDSbJgFT16Y
0.494,0.809,0.276,-7.063,100.057,0.104,0.496,0.0255,3,1ZMu6H2SzUVr5hBFDCZp80
0.503,0.671,0.107,-19.067,158.947,0.0337,0.888,0.331,9,7pcNaP7gyY6LPK10YL0Nbb
0.523,0.816,0.0937,-6.918,99.982,0.0499,0.593,0.00482,8,6citEu9q2sqtxoPnD2wk4Q
0.484,0.893,0.168,-8.869,139.923,0.0421,0.503,8.08e-05,0,6u4QdKauypqy9FiVm0kvig
0.471,0.977,0.325,-5.032,149.951,0.0384,0.865,0.00174,15,39olvSrxYHBsh9T0ss75N6
0.455,0.548,0.106,-6.655,135.045,0.0324,0.563,0.0223,0,09Xitwvi6lIhxdXgsMpzQn
0.501,0.668,0.103,-9.18,174.991,0.0461,0.722,0.0226,9,6RSnYFiJgyK4tVTLRELiNJ
0.545,0.669,0.138,-10.442,87.499,0.0311,0.65,0.00528,8,4Xj4B3t6nlSFwP9jBmibwD
0.447,0.857,0.13,-6.424,171.14,0.0321,0.375,0.0132,0,04rGTtSo3uHX4zlPWQfMZd
0.665,0.712,0.0784,-13.254,116.972,0.0642,0.392,0.118,14,1NVE9c9yIVgsgE5LnmCecW
0.458,0.844,0.15,-8.679,156.985,0.0332,0.758,0.0774,9,1RNO2CYTG7UfSqkGHuOcKw
0.413,0.906,0.247,-9.077,180.026,0.0417,0.675,0.0401,9,3Vkl2lLObnQ9LDohDopxHH
0.323,0.904,0.114,-8.489,196.098,0.0476,0.648,0.00513,9,78IiCCRiWbMQHuI59tNMJQ
0.54,0.967,0.132,-7.017,135.008,0.0304,0.937,0.011,9,3Iaq63WARF9Ie3xEXNyQVU
0.411,0.663,0.109,-10.109,174.977,0.0341,0.185,0.19,0,2EoBBY6ixJF4UgZ2NGkTXG
0.632,0.685,0.095,-11.549,125.997,0.0294,0.679,0.0774,2,3wiDZOISxMedDlFQiML1Et
0.601,0.677,0.124,-6.485,119.98,0.0315,0.597,0.002,8,1iu5LOQLGN4XDvCV8bQCcD
0.528,0.78,0.09,-6.977,129.987,0.0317,0.332,0.00334,0,1UjplrzHBdN7gLMHEgKJHN
0.592,0.755,0.113,-8.878,172.051,0.0621,0.226,0.151,0,2fPUV6XKaReQtC4hsJRBem
0.479,0.819,0.0708,-4.509,160.019,0.0297,0.432,0.000142,0,78liD87saVtcKYmLDOm5eZ
0.539,0.776,0.0942,-7.194,140.114,0.0325,0.822,0.0571,9,3rNzpZeChRsNW8zX9AJ23t
0.802,0.834,0.0727,-5.096,152.037,0.0519,0.813,0.469,2,5eOMtsu5okb1yFtlBqAIn7
0.699,0.813,0.0566,-10.865,165.997,0.0484,0.878,0.00254,9,4whzo1zGFSA92I1ALEY4MN
0.557,0.51,0.116,-12.316,107.998,0.0278,0.117,0.0234,14,7ocJM5fAN7ccHvBqqKlC1s
0.631,0.671,0.4,-5.7,132.933,0.0298,0.596,0.0619,10,2Gzmjr9sp3D98AuiKSqqyN
0.561,0.891,0.113,-5.472,130.088,0.0346,0.68,0.000167,8,1yLw4FiucJG69WPNpZ4bI9
0.596,0.693,0.142,-12.494,119.998,0.029,0.19,0.114,14,673V6TBp6F7ohL1DZNuy4y
0.505,0.816,0.355,-7.34,92.978,0.0326,0.212,0.0113,3,1GNszTPgt9RwTLIOzwfHWb
0.491,0.873,0.138,-6.687,199.983,0.0584,0.858,0.00581,9,5hRA9ZUuAtEMt4LmcKzJsq
0.632,0.627,0.0984,-7.213,111.006,0.0305,0.786,0.0162,2,1TKVhiXmUxherLHvLpsDxV
0.442,0.857,0.107,-7.589,174.909,0.042,0.468,0.112,0,4m0RA5aN2Tv66TMelQRs7u
0.499,0.857,0.102,-8.166,180.009,0.0507,0.243,0.00299,0,4DRFP1Bz7cgYk1cTUIxfUt
0.622,0.616,0.15,-7.816,90.003,0.0275,0.484,0.00257,14,7DvqDBhJPQH7pygnWWzZBl
0.547,0.63,0.111,-14.569,124.968,0.035,0.486,0.455,1,7oKQUinRdcx7xBxzsZ6RNs
0.612,0.495,0.0944,-7.714,129.985,0.0271,0.324,0.348,14,4ASJTEVPkXoaawNT1zB2SJ
0.612,0.568,0.062,-11.228,168.019,0.0277,0.891,0.688,1,7zyxVawbrf0nJM4xMKLMry
0.335,0.936,0.0605,-3.625,146.625,0.0462,0.267,1.35e-05,0,4eLoZ4CdHk2VCaUsHOz2pr
0.418,0.95,0.077,-5.54,165.941,0.0351,0.497,0.0817,0,0iVBKtJeeMYWiel3LN48pu
0.596,0.629,0.424,-12.805,149.951,0.0301,0.649,0.127,15,2NwRTE6tU9aSx3KHjyisnU
0.451,0.933,0.154,-8.263,89.979,0.0502,0.356,0.0296,7,3SN1eGZpzGJlFbnde0B6Sy
0.604,0.823,0.164,-7.324,114.997,0.0261,0.833,0.0262,8,1rB7bkARfZgZKkvm1Du42R
0.354,0.817,0.0894,-7.082,160.046,0.0299,0.108,0.000284,0,4viVjWwgJhrdKSb5IUpovx
0.481,0.712,0.0479,-11.019,162.021,0.0302,0.28,0.000362,0,3mlqCHCFXxkwlifecL3yO7
0.689,0.776,0.137,-7.418,140.06,0.0386,0.642,0.0321,2,7iQM3uHalxTDWF9yfnLWUY
0.516,0.76,0.151,-6.721,90.396,0.0471,0.658,0.525,8,2OEvOoY6keVrhFmNFyuzcn
0.464,0.62,0.0714,-15.775,75.009,0.0318,0.479,0.815,18,3LcRL7l38vH1D99IIVHrc0
0.412,0.501,0.096,-14.744,143.99,0.0299,0.394,0.316,1,3H2bY9LIL9wbICep78YonI
0.668,0.676,0.117,-8.593,164.009,0.0663,0.702,0.00249,9,4DyEsMmo7nfgoeoAfInXzc
0.549,0.87,0.248,-5.954,135.992,0.037,0.22,0.503,0,2avvXqd6unV88GnkuX54Yl
0.506,0.816,0.237,-6.272,69.991,0.0346,0.589,0.163,8,780sCC9AsaQoP1D7pjA7LJ
0.435,0.746,0.102,-9.731,119.842,0.0319,0.747,0.0664,8,65poTtqO91FlnFPIysoLQ4
0.512,0.635,0.0856,-11.456,111.956,0.037,0.199,0.0151,14,6IZwFNyTnZMphuLz0h9wE7
0.5,0.836,0.0884,-10.666,128.067,0.0524,0.389,0.000487,0,3RrnLPrtycVYbsJFud0cbd
0.556,0.687,0.112,-9.052,172.035,0.0321,0.755,0.653,1,2nbO2FwBXVJtI1EECb70Sw
0.539,0.674,0.0994,-7.527,159.904,0.0282,0.327,0.281,0,7hPnHseZ97LbJu3Bz1Xfxe
0.454,0.767,0.183,-5.277,179.911,0.0446,0.875,0.00668,9,3rqc8Q9pQ7RGtfrw6dTuFl
0.466,0.908,0.412,-6.974,169.955,0.038,0.333,0.0001,15,1MHoDrNPillgBmkSmpmeNF
0.557,0.821,0.15,-7.459,139.008,0.0396,0.69,0.0424,9,7o3JEpDUTCrvls5mVm750N
0.5,0.867,0.139,-6.103,152.002,0.043,0.669,0.00113,9,0FIHaGDr68y3ZTCnKwqSDD
0.606,0.726,0.112,-11.033,159.993,0.0628,0.286,0.0597,0,3Hh9F1z6bjKJZJLRDI357l
0.404,0.512,0.183,-9.498,147.915,0.0314,0.327,0.0012,0,0s5iNP7IXlFcqCAcdSFbpH
0.506,0.991,0.233,-5.979,133.0,0.0494,0.609,0.676,1,4GDMyBqmoDNuCAl7AKmowt
0.296,0.768,0.0798,-5.592,170.773,0.0331,0.349,0.000784,0,3tfnE0kI4HMcoGilCZGrwZ
0.458,0.638,0.124,-8.768,175.1,0.0311,0.667,0.615,1,0bIZYZhK11eDfAxACdPekg
0.505,0.646,0.156,-10.616,75.006,0.0354,0.412,0.759,1,2HRxl6owOxkgWXrwz4EF6t
0.481,0.947,0.0898,-5.579,93.47,0.0444,0.663,0.286,8,3JaD84ePWqJuryWaKRJJyo
0.609,0.767,0.343,-7.984,103.029,0.0282,0.628,0.0141,10,5q9gjxPlJjcp6SqSLl1gCJ
0.495,0.748,0.0733,-5.743,119.993,0.0277,0.271,0.00917,7,0OyCVeBolKg1PVnL6Q38Yu
0.703,0.654,0.0868,-9.824,160.044,0.0876,0.791,0.0117,2,2HC7gdKa77R16huReRtkKy
0.611,0.837,0.072,-7.155,121.994,0.0354,0.399,0.0274,8,0FW8Fnrv6IZjNuvmR1CW0i
0.659,0.766,0.133,-6.907,160.023,0.0884,0.353,0.885,1,4IteapL26pYl4g6Q2KsuEf
0.662,0.71,0.101,-7.791,131.958,0.0318,0.592,0.00246,8,5WlHtYmrVPElJ2gDMK9r7Q
0.631,0.857,0.11,-10.857,129.999,0.0268,0.756,0.0942,2,1mC62RFZxV202fjRzifTKX
0.673,0.877,0.0961,-7.159,119.995,0.0364,0.211,0.00464,14,2eh0C9NKkHnSyn9jV6rMdN
0.751,0.677,0.0834,-11.75,119.969,0.0356,0.749,0.0445,2,5YXNA0iMhUukXzr3LowZIw
0.573,0.835,0.555,-4.294,105.028,0.0425,0.0846,0.0108,3,7hyS8IaAGJlb8BIDhTcdpk
0.553,0.681,0.108,-10.209,152.024,0.0385,0.332,0.624,1,5hAl0rQhehsglsiR0VF7Y8
0.47,0.832,0.126,-6.874,159.994,0.0508,0.727,0.00349,9,4qdj74AV9unZp42pbs5Rn4
0.547,0.707,0.0983,-6.31,149.944,0.0358,0.381,0.000297,0,6IVS4kIrZjmsRzGHJlZTuV
0.59,0.746,0.153,-12.893,130.027,0.0322,0.682,0.0199,2,7vZl8CcmAI2Q87nr1318AD
0.591,0.62,0.102,-6.592,137.992,0.0332,0.379,0.0109,0,4JX8kuGSTt3bDhO6ffZqgk
0.468,0.908,0.21,-7.591,151.984,0.0344,0.311,0.166,0,6Jm9VOCM3OqQuVXaFlmRAK
0.519,0.873,0.0894,-6.351,140.006,0.0327,0.194,0.00511,0,5qYDIesvOZQsVLaz7k3OKT
0.512,0.878,0.215,-6.43,140.054,0.0326,0.63,0.0677,9,6ZzzhCLgCmD7tDHaBaVWWD
0.516,0.413,0.0672,-17.486,115.005,0.034,0.128,0.0893,14,6d7HIswP9Be5QahNkBQx2X
0.625,0.561,0.242,-5.52,147.007,0.0356,0.874,0.000421,2,6rjQhveyAIsrWJKjGIuqjR
0.511,0.903,0.0877,-7.134,89.992,0.04,0.489,3.94e-05,8,0VRNR0UVPWjTQnZFiEw9Nb
0.517,0.898,0.193,-7.985,140.124,0.0308,0.637,2.35e-05,9,4Wrl5BredSJifA9YcWJuH5
0.443,0.957,0.103,-5.631,150.066,0.0404,0.209,0.502,0,2NXGhaJIPoC55l76Yb3gGC
0.398,0.815,0.296,-4.272,161.897,0.037,0.628,3.19e-05,15,0cpbI85ylUgwcliXv5ns27
0.645,0.888,0.0805,-6.182,120.0,0.0323,0.696,0.00651,8,23tovE8KSd7SdMmMUvDQgn
0.625,0.707,0.131,-7.486,125.022,0.0284,0.215,1.5e-06,14,3J6Qzkx3qdMgnY90vfqdhc
0.599,0.938,0.0972,-7.788,159.998,0.0333,0.48,0.00618,0,7CHhO0bGbkqixtFVAnxT3b
0.527,0.453,0.142,-11.648,171.864,0.0367,0.351,0.0743,0,1GCMGz1kWaFS8f6QPVfreI
0.639,0.881,0.128,-5.476,139.998,0.0301,0.272,0.0185,0,0ipBds1EgkC6R8XcKdtFGR
0.513,0.859,0.501,-5.246,119.991,0.0318,0.205,3.3e-06,3,4ptHfGaNtWIJxlMoHcGgjM
